name,ra,dec,l,b,ang_radius_t,pmra,pmra_std,pmra_error,pmdec,pmdec_std,pmdec_error,parallax,parallax_std,parallax_error,n_stars
Blanco_1,0.9149839182939011,-30.010615746841648,14.757579699715807,-79.12732146769882,1.841028959611901,18.724513664277076,0.36339731655750085,0.01768990458886128,2.5926201942495255,0.32364406087377046,0.01575474638019981,4.231836438557386,0.09232642824944798,0.004494380206862784,841
Gulliver_54,81.27197513038642,33.67777217648048,173.64163200240884,-1.1252234843169664,0.1981668624302974,-0.5070617122016406,0.16952901448581523,0.028254835747635872,-7.265475261241684,0.17203620595810706,0.028672700993017844,0.8203895474987087,0.05661392896146103,0.009435654826910172,70
Kharchenko_1,92.19804708015737,24.2864660140509,186.62011151419125,2.1470902775763383,0.2390042202923988,0.741820553433376,0.09159869626896061,0.012240390661200683,-2.324067392744957,0.09235677048934951,0.01234169259000215,0.37376582870849895,0.038549639436732695,0.005151412255568676,56
King_9,333.87904002409715,54.408017506714,101.44420806385578,-1.8257736264568516,0.16796744503397476,-2.288379714798944,0.10659715227065826,0.009041452449138251,-1.020233166918375,0.07582105993357877,0.006431058367226311,0.14546977533377597,0.061296687663397874,0.005199117190214492,139
